class,user,userLink,tweet,date
insects,Journal of Applied Ecology,https://twitter.com/JAppliedEcology,Sown flower strips are effective in suppressing potato aphids & may help reduce insecticides http://ow.ly/ZKbVL,2016-03-22T17:40:34.000Z
insects,Julian Marshall,https://twitter.com/MarshallJulian,Env impact dropping for corn cotton (GMOs: less pesticides) increasing for soybean (more insecticides for aphids). http://iopscience.iop.org/article/10.1088/1748-9326/10/9/094016…,2015-10-05T20:51:18.000Z
insects,BASF Agricultural Solutions Australia,https://twitter.com/BASF_Agro_Au,Have you tried #Versys Insecticidess 5-star control on Aphids and suppression on Silverleaf Whiteflies? Versys offers: - New Chemistry- Low Impact- Less Virus Risk-Affects All Stages of Aphids- Short WHPsFind out more here:https://crop-solutions.basf.com.au/products/versys,2019-01-31T03:26:46.000Z
insects,Nichino India,https://twitter.com/NichinoIndia,Tychi - The Geniune All-rounder.A perfect solution for sucking pest in chilli Tychi has double power of insecticides and fungicides. It effectively controls aphids thrips and diseases like powdery mildew and anthracnose.#NichinoIndia #Tychi #Insecticides #Pesticides #Aphids,2023-02-01T11:56:09.000Z
insects,AFEntomology,https://twitter.com/AFEntomology,Sensitivity of cereal aphids to pyrethroid insecticides not influenced by common facultative endosymbionts: @danielleybourne @ZooBiodiv https://resjournals.onlinelibrary.wiley.com/doi/10.1111/afe.12539… @AvHStiftung #pest #management,2022-10-12T12:00:01.000Z
insects,Entomological Society of America,https://twitter.com/EntsocAmerica,Sulfoxaflor Found to Be Less Harmful to Beneficial Predators of Soybean Aphids than Broad-Spectrum Insecticides: https://entomologytoday.org/2016/08/17/sulfoxaflor-found-to-be-less-harmful-to-beneficial-predators-of-soybean-aphids/…,2016-08-17T13:21:23.000Z
insects,FMC Ag US,https://twitter.com/FMCAgUS,The only way to prevent #potato virus Y and zebra chip disease? Frequently scout fields for psyllids and aphids and employ insecticides before populations get established. Want to see more of #TheMinute? Watch the series now by tapping on our #linkinbio!,2019-05-29T14:30:00.000Z
insects,Owen Taylor,https://twitter.com/midwestgrain,Minnesota: Soybean Aphids - 2 New Insecticides Available https://rlm.ag/1moUPE,2019-07-19T20:57:15.000Z
insects,Charlotte Westwood,https://twitter.com/CharlottePGWS,Turnip mosaic virus in leafy turnip summer crop. Spread from plant to plant by aphids. Hard to control... by time plants are affected aphids often have moved on so insecticides not always useful & cause grazing withholding period issues,2018-01-25T20:50:26.000Z
insects,Syngenta Ornamentals Kenya,https://twitter.com/SyngentaOCKE,Just 7 days. Thats how long an #aphid takes to go from birth to adulthood and to reproducing. Population growth is  explosive .Syngenta #insecticides to treat #aphids here https://syngentaornamentals.co.ke/aphids,2020-06-11T03:46:17.000Z
insects,Henan Vision Agricultural Science & Technology Co,https://twitter.com/HenanVision,Why Aphids Are Difficult to Treat? You Have To Know Following Ways to Kill Aphids.#Biologicalpesticides#insecticides#Aphids,2021-03-04T09:17:34.000Z
insects,Department of Plant Sciences,https://twitter.com/plantsci,New model out in @PLOSCompBiol by our @nikcunniffe  shows how #insecticides can promote the spread of certain plant viruses  By killing resident #aphids transient aphids face less competition  shaping plant disease dynamics  #planthealthRead paper http://bit.ly/3G7fmvl,2022-01-10T08:50:02.000Z
insects,Alexander J. Stein,https://twitter.com/AJStein_de,Aphids cause huge losses to #soybean farmers worth billions of dollars. New resistance genes help develop more resistant varieties. Currently #insecticides are used to control #aphids. Using resistant varieties is an alternative to insecticides: https://agronomy.org/news/media-inquiries/releases/2018/0829/1025/… #breeding,2018-08-30T18:52:49.000Z
insects,Steven Newman,https://twitter.com/newman_se,Greenhouse labelled insecticides #aphids #fungusgnats http://slideshare.net/kpanter/greenhouse-labelled-insecticides… via @SlideShare,2015-01-07T15:33:57.000Z
insects,Dibo Willis-Ambetsa,https://twitter.com/dibowillis,Ladybirds are threatened with extinction due to #climatechange & pesticides among other things.  But they are an essential part of the ecosystem and help farmers deal with aphids. Better than toxic insecticides!Its sad that their numbers are dwindling by the day.,2023-03-27T14:24:03.000Z
insects,Insect Molecular Biology,https://twitter.com/InsectMolecBio,Chemosensory proteins participate in insecticide susceptibility in Rhopalosiphum padi a serious pest on wheat crops #Hemiptera #aphids #cropprotection #insecticides #entomology https://onlinelibrary.wiley.com/doi/10.1111/imb.12683…,2020-12-17T07:25:02.000Z
insects,Molecular Entomology/Toprak Lab,https://twitter.com/molenlab,Molen received a new industrial-based  2 year funding worth to 4.5 million liras on the development of dsRNA-based insecticides against aphids in collaboration with Dr. Steve Whyard of University of Manitoba Canada! http://molenlab.com/new-funding-to-molen-on-rnai/… @necdetunuvar @Hasan_H_ATAR @alisinag,2022-03-19T15:09:05.000Z
insects,Grazyna Jasienska,https://twitter.com/GJasienska,My gardens best friends hard at work helping with infestation of aphids. I dont use any insecticides so Im rooting for ladybugs.,2020-05-24T11:00:56.000Z
insects,Georgie Bray,https://twitter.com/georgiewildbray,#NatureFriendlyFarmingWeek in action at #RSPBHopeFarmNo insecticides organic matter to feed the crops and soil biology @OakbankGame companion crop and trap crop to protect against CSFBFull of beneficial insects in action on aphids and tonnes of birds! @FarmWildlifeUK,2022-05-20T13:56:22.000Z
insects,LSU AgCenter,https://twitter.com/LSUAgCenter,Monarch caterpillars feed only on milkweed plants (Asclepias).  Please do not treat the aphids on the plant with insecticides as this could become an issue for the caterpillars. @MargaretOrr,2022-05-07T13:35:03.000Z
insects,Simon Leather,https://twitter.com/EntoProf,Field - can we control aphids without insecticides? The failed alarm pheromone treatment - worked in lab but not in the field - I hypothesised habituation as reason  #ento18,2018-08-30T13:42:54.000Z
insects,Matthew Wilde,https://twitter.com/wildeagwriter,Cotton Ahids pick up CLRDV from weeds like pigweed and transfer it to cotton when feeding on it. But early research shows trying to control the aphids with insecticides dont stop the virus spread.,2020-01-09T15:33:18.000Z
insects,OrganicFarm Research,https://twitter.com/OFRF,Flowers and beneficial insects eliminate aphids without systemic insecticides. http://fb.me/1vHyQlzH5,2015-01-22T04:41:19.000Z
insects,Peter Johnson,https://twitter.com/WheatPete,Aphids at threshold #wheat Kent Bridge. Good eyes Bryan Stennett. Armyworm at low levels. AW insecticides control aphids #ontag,2012-05-22T20:17:47.000Z
insects,John Kempf,https://twitter.com/realJohnKempf,Preventing/treating aphids with nutritional foliars/seed treatment is as effective as insecticides and inexpensive. I am happy to get on a video conference and describe our successful approach if a group of farmers and agronomists are committed to giving it a shot.,2021-01-13T13:20:00.000Z
insects,potatoes.news,https://twitter.com/potatosystem1,GardenPests: The Battle Against Aphids – Aphis spp#GardenPests #Aphids #AphisSpp #PlantDamage #BeneficialInsects #Insecticides #ControlMethods Aphids scientifically known as Aphis spp. are tiny garden pests that can cause significant damage to plants...https://vegetables.news/gardenpests-the-battle-against-aphids-aphis-spp/agrotechnology/…,2023-04-17T06:14:35.000Z
insects,Genetic Literacy Project,https://twitter.com/GeneticLiteracy,Sugar beet crops in France have been ravaged by aphids. Farmers need neonicotinoid insecticides. https://geneticliteracyproject.org/?p=2331192 @FarmersWeekly,2020-08-11T20:20:00.000Z
insects,quippd Science News,https://twitter.com/quippdScience,Fewer aphids in organic crop fields: Farmers who spray insecticides against aphids as a preventative measure onl... http://bit.ly/o3Fahe,2011-07-13T14:23:26.000Z
insects,EurekaMag,https://twitter.com/EurekaMag,Effect of Conventional and Neonicotinoid Insecticides Against Aphids on Canola Brassica napus L. at Multan and Dera Ghazi Khan http://dlvr.it/SJnKLC,2022-02-11T09:04:04.000Z
insects,BioSciences Postgraduate Society,https://twitter.com/biops_unimelb,Well be hearing from @ashritha_dorai about microbial communities within aphids and their interactions with insecticides at #BioSymp23 this Friday. Come along to learn about the function of microbial symbiosis and control strategies for pesticide resistant plants!,2023-05-30T01:43:38.000Z
insects,Diabetes Foundation of Mississippi,https://twitter.com/MSDiabetes,Another reason to try organic gardening techniques such as spraying soapy water on aphids- insecticides may... http://fb.me/66MMspEft,2017-01-24T11:24:03.000Z
insects,Earth Watch,https://twitter.com/Earth__Watch,@physorg_com: Fewer aphids in organic crop fields. Farmers who spray insecticides against aphids as a preventative ... http://bit.ly/oQTpSe,2011-07-13T13:57:02.000Z
insects,Science News,https://twitter.com/topsciencenews,#Red_Orbit Fewer Aphids In Organic Crop Fields: Farmers who spray insecticides against aphids as a preventative ... http://bit.ly/qyCp2q,2011-07-13T20:20:21.000Z
insects,NatlCottonCouncil,https://twitter.com/NCottonCouncil,Aphid Management in CottonResearch on cotton aphid management shows while no insecticide can eliminate aphids effective insecticides can reduce plant stress associated with aphid feeding.More from @farmpress http://ow.ly/bfCp30rv6s8,2021-02-02T01:30:04.000Z
insects,Riari Agri Hub,https://twitter.com/RiariAgriHub,To control aphids do proper land hygiene by removing all volunteer crops or weeds which harbour aphids also use effective insecticides when you spot aphids when scouting your farm.,2023-08-15T05:38:42.000Z
insects,ATTRA,https://twitter.com/ATTRASustainAg,Question of the WeekHow can I control aphids?Using insecticides will harm the good insects along with the bad so spraying all season is seldom beneficial or economical. Read more about it here: https://attra.ncat.org/how-can-i-control-aphids/…,2020-06-27T13:02:28.000Z
insects,Plant Health Aust,https://twitter.com/planthealthaust,Trials run by @cesaraustralia on green peach aphids has found the #canola industry must seek alternatives to insecticides for control of green peach aphids and the damaging virus it spreads. Read more: http://bit.ly/3ZctKMB. #biosecurity #planthealth,2023-03-16T22:00:53.000Z
insects,Wes,https://twitter.com/kipkurgatwesley,Those are aphids.Controlled by use of insecticides -Cypermetrin-lambda-cyhalothrin.You can also consider showering the crops by use of sprinklers to wash them down.,2023-12-05T12:43:24.000Z
insects,Agri Farming,https://twitter.com/AgrifarmingIn,7 Best Insecticides for Aphids on Plants: Sprays Natural Chemical Organic and Systemic Insecticides,2023-12-05T12:43:24.000Z
insects,Harry Mouland,https://twitter.com/Farmer_Mooo,Of course it is but there is absolutely nothing any of us can do about it. Life goes on.... if you had all your drilling done you (& others) would soon start complaining about a warm November and spraying insecticides against aphids.... #blessingindisguise,2019-10-19T14:32:46.000Z
insects,Lorraine Lanning,https://twitter.com/Common_SenseCO,The best pesticides are birds & amphibians saw it work in my own backyard. Tried everything to get rid of aphids nothing worked. Put a suet feeder in tree attracted all the insecticides no more aphids. But mono-ag destroys habitat for birds & amphibians.,2019-12-10T16:30:27.000Z
insects,Kevin Jones,https://twitter.com/KevinEtonWick,Hot summer and not a single aphid on my runner beans.  1976 had plagues of ladybirds feeding on plagues of aphids. Agricultural insecticides have become very effect .,2018-08-22T15:16:14.000Z
insects,EurekAlert!,https://twitter.com/EurekAlert,Bluegreen aphids threaten global #Crops as they become resistant to insecticides Australian researchers warn. @SCIupdate,2024-01-17T20:50:00.000Z
insects,Lysistrata M Taylor,https://twitter.com/dollyllamaX10,Ladybugs eat aphids. Insecticides kill the helpful bugs too.,2022-11-06T13:44:54.000Z
insects,Farms.com Ontario,https://twitter.com/OntAg,RT @wheatpete: Aphids at threshold #wheat Kent Bridge. Good eyes Bryan Stennett. Armyworm at low levels. AW insecticides control aphids...,2012-05-22T20:46:10.000Z
insects,Phil Chandler,https://twitter.com/BarefootBee,@RoyalHortSoc Why are you promoting bee-killing insecticides against aphids when they are food for ladybirds? @RoyEntSoc @BeeStrawbridge,2013-11-15T08:19:20.000Z
insects,RossHarrington,https://twitter.com/RossWHarrington,Could they not use biological control such as lacewing and ladybird larvae?  Not sure how well they would work but they love eating aphids.These insecticides will be killing all of them too and the worldwide  insect population crash is horrifying.,2021-01-10T14:50:04.000Z
insects,Mike Neaverson,https://twitter.com/MikeNeaverson,Instead we are left with a number of foliar applied broad-spectrum insecticides to control the aphids mostly on emergency approvals. None of them are very effective.,2020-11-12T21:08:39.000Z
insects,Tom Jordan,https://twitter.com/Lesterleapsin,Sitka spruce is susceptible to many diseases and pests requiring other insecticides to control aphids & numerous fungicides. Native varieties such as birch willow & alder do not have these problems & can outgrow weeds needing only occasional stamping down of briars to thrive.,2019-04-25T13:08:37.000Z
insects,Katherine C. James,https://twitter.com/Kcecelia,@andevers Seriously?!? That is terrible. I had an organic gardner for my house in Palo Alto in 1997. He dealt with aphids w/o insecticides.,2011-07-23T16:05:31.000Z
insects,Benica_Wa_Molimi,https://twitter.com/BenicaTheFarmer,Looks like Aphids to me. Spray Methomex/Aphox/Metamediphos or other registered Insecticides that control Aphids. Your leaves looks purple be on the lookout for Phosphorus or Magnesium deficiency. Please stick to Spraying program this indicates poor Spraying my Farmer,2021-06-28T11:33:26.000Z
insects,Andrew Smith,https://twitter.com/LauraHillsLamb,The roos are for land management and crop management. Headshot.  Sheep cattle goats. All electro stunned or CBG. Mice. Most use zinc phosphate on grain. Mite aphids grubs. Insecticides. Rabbits hares. Shot. Snails/slugs. In the next district. Baits.,2024-02-13T09:23:48.000Z
insects,Shamanator,https://twitter.com/Shamanator,Exactly right! I have no problem allowing praying mantises to crawl on my arm. I like how you can see THEM look right at you as if they are *at least* your equal. Also have used them in greenhouses/gardens against aphids (I hate spraying insecticides!!!!),2020-11-30T19:31:07.000Z
insects,Clive Bailye,https://twitter.com/TWBFarms,My seed was farm saved & regular kerb not Astro & no insecticides - grassweeds / aphids both not a big issue here through rotation diversity and low soil movement- it’s the system that makes low input possible not just agronomy  don’t farm one year at a time -  IT’S A TRAP!,2019-02-20T21:40:35.000Z
insects,Cory Kress,https://twitter.com/dustfrmer,Or aphids or grasshoppers or flea Beatles or cut worms or…….fungicides I will agree with you half the time but insecticides no way,2024-02-17T02:55:13.000Z
insects,Jake Freestone,https://twitter.com/No1FarmerJake,natural predators taking care of the aphids means no insecticides for these crops,2018-05-30T09:05:19.000Z
insects,Scientific Farmer,https://twitter.com/scifaama,Control aphids byusing imidacloprid based insecticides Control of ants in your garden since these protect aphids from natural enemies. Carry out proper prunning.You can also flush aphids using soapy water#StandWithUkraine,2022-12-09T15:46:19.000Z
insects,Cory Kress,https://twitter.com/dustfrmer,Or aphids or grasshoppers or flea Beatles or cut worms or…….fungicides I will agree with you half the time but insecticides no way,2024-02-17T02:55:13.000Z
insects,Jody Green,https://twitter.com/JodyBugsMeUNL,Bagworms are emerging as tiny caterpillars in eastern NE. Keep an eye on your evergreens & be prepared to treat with low impact insecticides like bacillus thuringiensis kurstaki while #bagworms are young. They disperse with wind & build tiny bags for camouflage & protection,2020-06-03T15:33:37.000Z
insects,Mike Dzurenko,https://twitter.com/MikeDzurenko,@BayerLawn @BayerGolf new insecticide Tetrino for White Grub Turf Caterpillars Billbugs and other turf insecticides! Season long control. #Tetrino,2021-07-09T18:52:04.000Z
insects,Mississauga Master Gardeners,https://twitter.com/MississaugaMgs,How to help monarch butterflies (without poisoning them)Milkweed plants that are treated with insecticides called neonicitinoids can kill caterpillars. The insecticides are systemic — meaning they affect every part of the plant.Be aware ask questions. http://j.mp/2BSeNGT,2016-06-14T14:09:48.000Z
insects,Michelle Garforth-Venter,https://twitter.com/EcoJourno,Herbs are natures insecticides- Basil keeps caterpillars & flies away from your tomatoes,2016-06-14T14:09:48.000Z
insects,IowaStateUNews,https://twitter.com/IowaStateUNews,Conservation efforts to protect #monarchbutterfly populations depend on planting milkweed on agricultural land but that can put caterpillars in close proximity to insecticides. A new study sheds light on how insecticides affect monarchs.https://news.iastate.edu/news/2020/04/09/monarchinsecticide…,2020-04-09T14:26:43.000Z
insects,4Women & kids,https://twitter.com/And4women,Excited to see a butterfly! How rare they have become.No I don’t used insecticides or destroy caterpillars.,2021-02-06T22:48:25.000Z
insects,‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ * ‍ ‍ ‍ ‍ ‍ ‍,https://twitter.com/NICHIRlN,⁣　　⁣　　——  he  can  spray  a  thin  sheen  of  insecticides  to  𝒅𝒆𝒔𝒕𝒓𝒐𝒚  the  caterpillars  .⁣　　⁣,2022-03-13T22:17:22.000Z
insects,Robert L G Brereton,https://twitter.com/gardentheme,Master Gardener - Organic options can control caterpillars: Three organic insecticides effective for caterpillar.. http://tinyurl.com/n7296x,2009-09-17T17:02:24.000Z
insects,Elaine Mansfield,https://twitter.com/ElaineMansfiel7,Putting #Monarch #Butterflies on the #Endangered Species list helps us save them by limiting use of #insecticides and #herbicides like #Roundup that kill #milkweed the Monarch caterpillars only food source. Please grow milkweed and wildflowers in your garden.,2022-07-22T16:03:59.000Z
insects,CannabisMonster,https://twitter.com/CannabisMonstr,The best remedy against this type of caterpillars larvae or worms are insecticides with Bacillus thuringiensis such as Probeltes Belthirul which has a high concentration of these Bacillus of the kurstaki variety the best against caterpillars and larvae. #cannabisgrow,2020-09-16T10:01:22.000Z
insects,Nova Agri Sciences,https://twitter.com/NovaAgriScience,Safe claim Is a NOVA Agrisciences insecticides effectively controls all the caterpillars mostly of lepidoptera family by its contact and stomach action.Visit - http://novaagrisciences.com/products/safeclaim.php…#agriculture #AgriTalk #agricultural #farming #farmlife #Farmers #agricultura,2019-06-21T03:04:15.000Z
insects,Ron Haase,https://twitter.com/Ron_Elo_Haase,Some farmers in #MatoGrosso #Brazil are spraying insecticides in #soybeans.  Rhea are looking 4 caterpillars.,2015-12-23T15:41:59.000Z
insects,James Hall,https://twitter.com/hallaboutafrica,Kenyas pinworm infestation destroying tomato crops is being fought with insecticides but this proving toxic to humans. For 1st time in Africa wasps are being used to kill pinworm caterpillars by laying eggs inside them which hatch and devour their hosts https://theeastafrican.co.ke/tea/science-health/scientists-use-swarms-of-wasps-to-fight-pinworm-3020138…,2020-11-18T15:29:11.000Z
insects,James Emetu,https://twitter.com/winnersreviews,life is shoots then caterpillars then insecticides,2014-07-05T06:18:36.000Z
insects,Zambia Agribusiness Society,https://twitter.com/zasfarming,Growing Cabbage in Zambia: Part 3You can control cabbage moth caterpillars and butterflies with organic insecticides. Black leg fungus can cause the stem of the cabbage to turn black at the level of the soil. https://zaszambia.wordpress.com/2021/02/19/growing-cabbage-in-zambia-part-3/…,2021-02-19T04:00:58.000Z
insects,Sharpes Agronomist,https://twitter.com/SharpeAgronomy,Another season of Tent caterpillars. Wonder how many non GMO/organic loving people are bombing their yard with insecticides?!!,2017-06-02T14:01:46.000Z
insects,Lock Haven University Biological Sciences,https://twitter.com/LHU_Biology,Haley presented her summer research investigating the effects of pyrethroid insecticides on monarch caterpillars. Abby presented her ongoing research with fungus related to the white nose syndrome in bats. Wonderful job! We are very proud of you!,2020-03-04T18:07:51.000Z
insects,GMO Free USA,https://twitter.com/GMOFreeUSA,USDA researchers showed that clothianidin can have effects on monarch caterpillars at doses as low as 1 ppb. It was banned in the EU along with 3 other neonic class insecticides but the U.S. EPA chose to allow expanded use.https://independentsciencenews.org/news/new-research-links-neonicotinoid-pesticides-to-monarch-butterfly-declines/…,2020-03-11T19:05:29.000Z
insects,"Reynolds Pest Management, Inc.",https://twitter.com/ReynoldsPest,Brazil cotton growers lost millions of dollars because of caterpillars and the fact that the insecticides were... http://fb.me/39vm2Zb2a,2014-07-31T17:45:45.000Z
insects,Jennifer,https://twitter.com/JenniferMalora,This weeks new cycle is anxiety inducing but this is what I’m doing to ease mine a bit. These are monarch caterpillars. Their numbers are down at an alarming 53%. You can help by planting milkweed & not using insecticides. #savethemonarchbutterfly,2020-07-07T22:30:57.000Z
insects,Venni Gardens,https://twitter.com/VenniGardens,Do you have a list I can share with my @CEMohawkCollege class for best trees shrubs perennials helpful to local birds? Big on telling students that spring means grubs caterpillars larvae for fledglings foid so no spraying insecticides please!,2019-04-28T15:23:09.000Z
insects,Seema Dubey,https://twitter.com/seemadubey,Not 2mention Environment safety fm insecticides! @EconomicTimes: #Beetles #caterpillars #wasps food of the future #UN http://ow.ly/l0gbc,2013-05-15T09:13:42.000Z
insects,Native Woodland Trust,https://twitter.com/NativeWoodTrust,Growing trees in our nurseries without using insecticides was always going to lead to this- in this case Elms being ravaged by caterpillars. We just pick them off and put them in a wild corner,2021-09-19T14:53:43.000Z
insects,Lepidoptera Ecology Papers,https://twitter.com/Lep_Eco_papers,Molecular Oscillator Affects Susceptibility of Caterpillars to Insecticides: Studies on the Egyptian Cotton Leaf Worm-Spodoptera littoralis (Lepidoptera: Noctuidae) http://dlvr.it/SR9nCK,2022-05-27T17:22:04.000Z
insects,Henk Tennekes,https://twitter.com/tennekes_tox,The eastern monarch butterfly population plunges below the extinction threshold. Monarch caterpillars only eat milkweed which has  been devastated by glyphosate and monarch caterpillars are also threathened by neonicotinoid insecticides. https://farmlandbirds.net/en/node/6311,2020-03-24T11:49:46.000Z
insects,Wabash Feed,https://twitter.com/WabashFeed,Are you finding holes in the leaves of your fall vegetables? The most common culprits are caterpillars. Organic insecticides that control caterpillars include Bacillus thuringiensism (BT) a bacterium that only kills... https://facebook.com/wabashfeed/posts/10156807840259308…,2018-11-08T00:25:16.000Z
insects,Crop Doctor/Agronomy Consultant,https://twitter.com/CropDoc_Onias,6/8 In terms of insecticides - you need Carbaryl 85 - to control Caterpillars & you need Malathion 25 to control Leaf hoppers you need about 1kg of each. Prices are $14/Kg & $4/500grams respectively @agribusiness110 @Fifi_dvc @mmawere @SandraNabasirye @terrymap1 @PhiriDivah,2021-02-08T14:24:07.000Z
